,label,youtube_id,time_start,time_end,split
254104,pumping fist,u6H7rhPaNU8,4,14,train
254105,pumping fist,QQwiM-P5rzc,22,32,train
254106,pumping fist,HPbwiLg0n0I,84,94,train
254107,pumping fist,3ST--wn-CgE,0,10,train
254108,pumping fist,cNyBSAMhD0A,0,10,train
254109,pumping fist,nboZqA1YNWQ,5,15,train
254110,pumping fist,wRptYm2KDQs,21,31,train
254111,pumping fist,Jv2pzzWJApw,1,11,train
254112,pumping fist,ZM9oSMoyJBM,9,19,train
254113,pumping fist,whRpOUfLl_0,0,10,train
254114,pumping fist,EH76HI3tVhM,0,10,train
254116,pumping fist,BSgc0uOTqGk,8,18,train
254117,pumping fist,tTI-SiBKjaQ,15,25,train
254118,pumping fist,4T3FvHTxqEw,19,29,train
254119,pumping fist,z9GM_UP89Eg,2,12,train
254120,pumping fist,vD_MNuqtnZo,13,23,train
254121,pumping fist,vM1NJ7GP2tc,4,14,train
254123,pumping fist,ZxdecKBJPZE,0,10,train
254124,pumping fist,lum0DfrWecA,1,11,train
254125,pumping fist,5nVqKUGj3BU,0,10,train
254126,pumping fist,4si4vyfXK2Q,17,27,train
254127,pumping fist,uAu_mTQvjvg,10,20,train
254128,pumping fist,eF3Rr6Z3fH0,7,17,train
254129,pumping fist,kmmx-iSZn48,8,18,train
254130,pumping fist,qU55Yf0QwMU,3,13,train
254131,pumping fist,AvdvUyzfcQ8,15,25,train
254132,pumping fist,sz997BtwGnQ,1,11,train
254133,pumping fist,PHcWuRimue0,4,14,train
254134,pumping fist,3W9iTNcztZU,0,10,train
254135,pumping fist,fTjJcPWNQq4,15,25,train
254136,pumping fist,4S1Aw1u4wXo,19,29,train
254137,pumping fist,QZSX87va8V0,0,10,train
254138,pumping fist,hx2kvrAtRM4,3,13,train
254139,pumping fist,2Xnd0NAsGto,40,50,train
254140,pumping fist,gQ5zbcV-pF8,16,26,train
254142,pumping fist,N66NKZkQIgk,6,16,train
254144,pumping fist,igXbb2ZZOHI,0,10,train
254145,pumping fist,Q9hi8tnA6OU,16,26,train
254146,pumping fist,s3YRoUz32tI,0,10,train
254147,pumping fist,FxNPgRE0cxw,12,22,train
254148,pumping fist,8aUOiB2nFw0,4,14,train
254149,pumping fist,EolHaDEKGps,1,11,train
254150,pumping fist,Vg-zYNOoA-4,17,27,train
254152,pumping fist,B0ZR5iHvz0k,64,74,train
254155,pumping fist,XjVn4vCYNGI,1,11,train
254156,pumping fist,YnuWzFbBG2s,1,11,train
254157,pumping fist,qPze5bR2IwI,1,11,train
254158,pumping fist,J-7dk2d5As8,13,23,train
254159,pumping fist,7UIIxy3AoEM,6,16,train
254160,pumping fist,Xv-oJrbb_dQ,9,19,train
254161,pumping fist,WC4zgatERsc,22,32,train
254162,pumping fist,0UHx2sebvTk,26,36,train
254163,pumping fist,ZUCNveZQDGc,5,15,train
254164,pumping fist,c4edURl_4g4,2,12,train
254165,pumping fist,waC7i-2nxUc,96,106,train
254166,pumping fist,zzBUSRT762U,78,88,train
254167,pumping fist,jwXdY3pV0T0,5,15,train
254168,pumping fist,To8hKUNW_FA,36,46,train
254169,pumping fist,VpF7Yku_lFA,3,13,train
254170,pumping fist,zh4hHafz-gk,1,11,train
254171,pumping fist,Q58EzUifmpM,1,11,train
254172,pumping fist,Bk6YJoMcKKw,1,11,train
254173,pumping fist,yK1ji6uuQdQ,25,35,train
254174,pumping fist,MPsUrYkE43k,2,12,train
254175,pumping fist,2BWH_SyRMew,2,12,train
254176,pumping fist,YWr70mE0Oxo,92,102,train
254177,pumping fist,yuqf1uVigUo,6,16,train
254178,pumping fist,unLbheVb_D0,2,12,train
254179,pumping fist,8QPhYiKArDw,62,72,train
254180,pumping fist,QRo41_7IkVY,17,27,train
254181,pumping fist,ao-M_kreVsE,87,97,train
254182,pumping fist,-coeq0syJYU,7,17,train
254183,pumping fist,B2Ft92WDpgk,6,16,train
254184,pumping fist,kQQNPUlxRNg,35,45,train
254185,pumping fist,zXZZjqJQ4bw,12,22,train
254186,pumping fist,wEhR3o33NQI,101,111,train
254187,pumping fist,Vv_RcXA8ayM,5,15,train
254188,pumping fist,ngl4WnxGi4E,50,60,train
254189,pumping fist,tdUhHeTNC3Q,13,23,train
254190,pumping fist,eAwxlPnBVto,4,14,train
254191,pumping fist,aUAxYoyPZ6Q,1,11,train
254192,pumping fist,CYobq-LdrZY,1,11,train
254193,pumping fist,sdwiR6tV1Og,0,10,train
254194,pumping fist,3HdYjC69PSQ,3,13,train
254195,pumping fist,M46Uw9Q_c8A,181,191,train
254196,pumping fist,rMD5_rh50gQ,0,10,train
254197,pumping fist,7M4bgc9UF1U,46,56,train
254199,pumping fist,XWtCPKkZ6Fo,2,12,train
254200,pumping fist,Lggo5tKUdmY,9,19,train
254201,pumping fist,ahkcGs3zVcw,4,14,train
254202,pumping fist,FTyySN-sENE,4,14,train
254203,pumping fist,MV6KBIYxD1A,75,85,train
254204,pumping fist,mtAOHhbjtwA,21,31,train
254205,pumping fist,hIB6li6OR2k,29,39,train
254206,pumping fist,PStN1sRjbKU,2,12,train
254207,pumping fist,UHEUbLdf17Y,1,11,train
254208,pumping fist,BfQSy4D8d0k,2,12,train
254209,pumping fist,7PYokgNZv80,5,15,train
254211,pumping fist,drX0ICEW5J0,19,29,train
254212,pumping fist,WqESk3n5sMI,4,14,train
254214,pumping fist,FUuQkyB9hdI,1,11,train
254215,pumping fist,7kbRE00NLwU,35,45,train
254216,pumping fist,R0S_bj-mR1w,8,18,train
254217,pumping fist,DhS3oKe0sfE,1,11,train
254218,pumping fist,IduafNg2rvk,33,43,train
254219,pumping fist,dH6Uip-Cnqw,2,12,train
254220,pumping fist,FDhzuCp2BLY,3,13,train
254222,pumping fist,hboK0zoLf0k,3,13,train
254223,pumping fist,Q02Qq6d0ed8,267,277,train
254224,pumping fist,ArJ_eFjLGPk,3,13,train
254225,pumping fist,pWjwB9uTdo4,12,22,train
254226,pumping fist,retMkeFxS_Q,10,20,train
254227,pumping fist,KetE11Dqq_s,7,17,train
254228,pumping fist,scM-4kD9KsY,22,32,train
254229,pumping fist,1cresdlQI7M,14,24,train
254230,pumping fist,kn-PVg4bY-Y,4,14,train
254231,pumping fist,N_muVS5YK-w,1,11,train
254232,pumping fist,SLG1UnJquUw,13,23,train
254233,pumping fist,oDJZ_NTaT48,2,12,train
254235,pumping fist,cb6exPhAE6o,15,25,train
254236,pumping fist,_DL9i1Hks7w,31,41,train
254238,pumping fist,HfuyZJca8wo,0,10,train
254240,pumping fist,H_P7NuodlPE,7,17,train
254241,pumping fist,kKNJCaIfwXU,7,17,train
254242,pumping fist,gufMyvYlbFw,6,16,train
254243,pumping fist,ObkiBl5WAfo,7,17,train
254244,pumping fist,_tPRtqssxM8,0,10,train
254245,pumping fist,wRgf5rY-XZk,3,13,train
254246,pumping fist,XOlmI8l3ooM,62,72,train
254247,pumping fist,Vm47H1z7IQE,1,11,train
254248,pumping fist,c_n6PUFQQX0,11,21,train
254250,pumping fist,_mbi3fjLmqE,10,20,train
254251,pumping fist,VBgi79R4OvE,3,13,train
254252,pumping fist,HYa51jaebAc,4,14,train
254253,pumping fist,7R-MvczOZmw,13,23,train
254254,pumping fist,uqjDjqPuPGw,16,26,train
254256,pumping fist,4lmEG3Jx6wc,10,20,train
254257,pumping fist,SoXanPmTQq8,12,22,train
254259,pumping fist,f8zqHlw9njY,0,10,train
254260,pumping fist,Kou8gMxV22Q,16,26,train
254261,pumping fist,oOpd8h7vh1I,9,19,train
254263,pumping fist,sp-idfRRmQs,11,21,train
254264,pumping fist,KpKA_99Ra08,1,11,train
254265,pumping fist,dahfypGlVvE,5,15,train
254266,pumping fist,EHLJiKiwJd0,47,57,train
254267,pumping fist,CeTyURO58xI,6,16,train
254268,pumping fist,oKHsG9D-7tk,0,10,train
254269,pumping fist,NlO4c9c5Kh8,14,24,train
254270,pumping fist,CdKsu5ViBUQ,10,20,train
254271,pumping fist,m8Go-NLsYG4,14,24,train
254272,pumping fist,_aCmlR54uKo,44,54,train
254273,pumping fist,No-TCne-m4w,2,12,train
254274,pumping fist,OxjotAiYcJY,46,56,train
254275,pumping fist,Am51kNE9YI4,34,44,train
254276,pumping fist,gtI4We6XNYk,23,33,train
254277,pumping fist,vCa-rg_7_7E,16,26,train
254278,pumping fist,WV3P_8PyCYw,6,16,train
254279,pumping fist,tOmuTJS1VDA,5,15,train
254280,pumping fist,1UwYAp7RiqM,0,10,train
254281,pumping fist,TYGyt-LWlww,5,15,train
254282,pumping fist,77qRaZqVOmI,28,38,train
254283,pumping fist,jh44-NzqGw8,19,29,train
254284,pumping fist,X3vEFGPOuHg,53,63,train
254285,pumping fist,1hsC9on6ZIs,64,74,train
254286,pumping fist,zdSTPX8V5EA,53,63,train
254287,pumping fist,VXrAEf5amyM,3,13,train
254288,pumping fist,Wnt4JqlZoto,0,10,train
254289,pumping fist,zCEjxcJ02Do,4,14,train
254290,pumping fist,N9DTFQWOet4,4,14,train
254291,pumping fist,Bp7Zs3qPBjU,21,31,train
254292,pumping fist,H436LQn7bXE,0,10,train
254294,pumping fist,ejZkSxAxihk,24,34,train
254295,pumping fist,WZ7X11oMEBQ,25,35,train
254296,pumping fist,Ky-6k7R96ZA,145,155,train
254298,pumping fist,4oKpogi_MM8,2,12,train
254299,pumping fist,CCFP-WF2dXs,3,13,train
254300,pumping fist,6fNVGwD6hp0,6,16,train
254301,pumping fist,zzTuHa8m6Ow,127,137,train
254302,pumping fist,X7vdGtel26w,41,51,train
254303,pumping fist,L2b727jJ4DA,6,16,train
254304,pumping fist,Ad00Q9cSgrg,116,126,train
254305,pumping fist,b2RR4lH45qU,1,11,train
254306,pumping fist,-7tYdJAoVrc,29,39,train
254307,pumping fist,TW0jSlMmU6o,0,10,train
254308,pumping fist,asqYJcgEkIY,1,11,train
254309,pumping fist,uvpFWj7LcY4,1,11,train
254310,pumping fist,KETKFZ0zb_g,13,23,train
254311,pumping fist,qNKpAIrLtmE,6,16,train
254312,pumping fist,RU0nXfedRPQ,0,10,train
254313,pumping fist,iZwgq01FBSg,35,45,train
254314,pumping fist,7xjV_q9qTaw,0,10,train
254315,pumping fist,mfy0JSQ-EPg,62,72,train
254316,pumping fist,rWl8mYI5Pqk,22,32,train
254317,pumping fist,YQruWk-CH-s,2,12,train
254318,pumping fist,hHTRnofJ--0,2,12,train
254319,pumping fist,Tc05SFRHxQE,23,33,train
254320,pumping fist,LLDYU3qmPtU,20,30,train
254321,pumping fist,0Dq88go-YRY,4,14,train
254322,pumping fist,fsnTaAXZrAM,51,61,train
254323,pumping fist,cyB98S6h5Zo,7,17,train
254324,pumping fist,aoe12itQrkk,1,11,train
254325,pumping fist,BCJE93fdFdk,5,15,train
254326,pumping fist,e61g4oBoA7Q,3,13,train
254327,pumping fist,ayiOI-2MhFs,13,23,train
254328,pumping fist,Hae_xDLuIdw,1,11,train
254329,pumping fist,kIQwSSE51hs,19,29,train
254330,pumping fist,m5EVbwDs5Zg,11,21,train
254331,pumping fist,AMUbPgLfMBM,5,15,train
254332,pumping fist,8-6yzLnhnXY,8,18,train
254333,pumping fist,4epkNJxSzJ4,4,14,train
254335,pumping fist,amztE2nfZv8,3,13,train
254336,pumping fist,y3NkuwEiKj0,2,12,train
254337,pumping fist,9NIofZLGckE,7,17,train
254338,pumping fist,11OaeXqn_sU,0,10,train
254339,pumping fist,5iacBWU3Nto,3,13,train
254340,pumping fist,Vpql7KMnSes,155,165,train
254341,pumping fist,HpCuyKH17Sk,4,14,train
254342,pumping fist,k0aQZpx-faI,110,120,train
254343,pumping fist,fCpxCxIzImE,10,20,train
254344,pumping fist,dX2RWNO1Lpo,0,10,train
254345,pumping fist,kjWKZoY3h_s,15,25,train
254346,pumping fist,UgoTUJbFlSo,1,11,train
254347,pumping fist,PxzDDUJKqMY,1,11,train
254348,pumping fist,xeFPH7wCkqs,7,17,train
254349,pumping fist,hnFjo5qLjf4,1,11,train
254350,pumping fist,6b5Pcz0BVGs,0,10,train
254352,pumping fist,mjFp5GyOHGU,1,11,train
254355,pumping fist,VbMT7MhLV-0,10,20,train
254356,pumping fist,9iI3GWiSD-E,3,13,train
254357,pumping fist,DaQJmjhe-t8,25,35,train
254358,pumping fist,plYx2AmtTw4,26,36,train
254359,pumping fist,hfwKmZkB2XQ,9,19,train
254360,pumping fist,Y5ch_-B3hFQ,15,25,train
254361,pumping fist,GVEyM1Q9kwk,2,12,train
254362,pumping fist,IKxjJgmbIPU,2,12,train
254363,pumping fist,1DLpDLiyZJ4,16,26,train
254364,pumping fist,_mpZt3csXIA,14,24,train
254365,pumping fist,-dRVgGiwt8E,1,11,train
254366,pumping fist,xcrzDMOZpYU,4,14,train
254367,pumping fist,ZmlHYtsPpa0,1,11,train
254368,pumping fist,Uq99S4UR7Wk,58,68,train
254369,pumping fist,bTR_KNILbLo,51,61,train
254371,pumping fist,7eHru8O9Wmk,2,12,train
254372,pumping fist,EhYnmb9t7QE,3,13,train
254373,pumping fist,IXkvLLAuBsM,42,52,train
254374,pumping fist,h3djLUR30tk,4,14,train
254375,pumping fist,XCkNQJmfto4,1,11,train
254376,pumping fist,oGEYTHpzn5o,129,139,train
254377,pumping fist,zodItqjzmEQ,4,14,train
254379,pumping fist,y000RB5XhNc,3,13,train
254380,pumping fist,da5TEesUTkE,12,22,train
254381,pumping fist,byeHzU4RQTo,35,45,train
254382,pumping fist,eXWXeLvYCgc,114,124,train
254383,pumping fist,RT3Ykthj2uQ,19,29,train
254384,pumping fist,m6bLzhj8WRs,24,34,train
254385,pumping fist,pBpzOUa-cOc,17,27,train
254386,pumping fist,c6HjIP7TINo,9,19,train
254388,pumping fist,DJM8qynorEw,4,14,train
254389,pumping fist,kgWIzW4jurI,10,20,train
254390,pumping fist,Le5AgM0V5UQ,4,14,train
254391,pumping fist,rTsVxTzjdBc,76,86,train
254392,pumping fist,Op7lEs_pwSU,2,12,train
254393,pumping fist,XONLxsIu3FU,1,11,train
254394,pumping fist,FLsDs7IOxsA,3,13,train
254395,pumping fist,jE1pMG7yU2I,0,10,train
254396,pumping fist,SRQEHKDt5_Q,16,26,train
254397,pumping fist,NeTiFRYvJEE,16,26,train
254399,pumping fist,mmxdGW9CQ2Q,18,28,train
254400,pumping fist,djz_CAIp31I,84,94,train
254401,pumping fist,9P914wPY6-c,17,27,train
254402,pumping fist,kCm6681QsE8,4,14,train
254403,pumping fist,zpWVb4hgxn4,12,22,train
254404,pumping fist,1vVUdLGepIo,78,88,train
254405,pumping fist,Fbsa2wotKUA,1,11,train
254406,pumping fist,uvJ2Cn1hs70,13,23,train
254407,pumping fist,zzMeCV_eK3c,2,12,train
254408,pumping fist,mCK4sHg6K_k,4,14,train
254409,pumping fist,hwEsMrf_NB4,13,23,train
254410,pumping fist,ZMhcJn8oTTQ,1,11,train
254411,pumping fist,F5aOzyU-HAA,78,88,train
254412,pumping fist,aT-6eDEa_Zs,11,21,train
254413,pumping fist,FXlgrZz1lpo,6,16,train
254414,pumping fist,XCuEbA54DPM,237,247,train
254415,pumping fist,d-WxPChEX_s,9,19,train
254416,pumping fist,uOe0bkufkWA,2,12,train
254418,pumping fist,ocGJg5eculY,15,25,train
254419,pumping fist,fbWgZRlis9g,0,10,train
254420,pumping fist,ylcNhdSo8Fk,11,21,train
254421,pumping fist,NOS5U6L2zEw,9,19,train
254422,pumping fist,-ugRK5Xp-K4,11,21,train
254423,pumping fist,Ef6Pm_H8keA,126,136,train
254424,pumping fist,BW3JqJ7MV7g,43,53,train
254425,pumping fist,dvHmM1blT-M,15,25,train
254426,pumping fist,NVM4ywHebd8,11,21,train
254427,pumping fist,n7Faxv6vwyo,6,16,train
254428,pumping fist,FlhYLQPon8g,0,10,train
254429,pumping fist,K9Kk6VbOHok,10,20,train
254430,pumping fist,-W9vw2vxlMY,0,10,train
254432,pumping fist,gT1qQ8xbH8U,13,23,train
254433,pumping fist,5WKypR_maP4,2,12,train
254434,pumping fist,vGCUfWDbf9M,25,35,train
254435,pumping fist,oFjzq2Bdvfg,1,11,train
254436,pumping fist,ZQQWY0g7uow,117,127,train
254437,pumping fist,HfAhP18O6CA,3,13,train
254439,pumping fist,hSwnc4oe4cA,142,152,train
254440,pumping fist,3is1rd77mdE,40,50,train
254442,pumping fist,EYMO1Lsfib0,76,86,train
254443,pumping fist,R5MIub1UNsI,35,45,train
254444,pumping fist,CsY0vuhhVYU,3,13,train
254445,pumping fist,BjfC_SYbBPE,40,50,train
254446,pumping fist,E_c-8IqvPAY,36,46,train
254447,pumping fist,77ppHuyuB4A,0,10,train
254448,pumping fist,zDGCrzVh8U8,3,13,train
254449,pumping fist,ACUT-_cxF9s,12,22,train
254450,pumping fist,EpqVU7kNv3s,2,12,train
254452,pumping fist,C_9gp7Ofa5o,4,14,train
254453,pumping fist,iKSUB8vkEoM,71,81,train
254454,pumping fist,DL4NVyfIcao,16,26,train
254455,pumping fist,Q7zDVy5W1hE,1,11,train
254456,pumping fist,Sq-xqxUZYYo,1,11,train
254457,pumping fist,r45uXrINTXY,2,12,train
254458,pumping fist,lcfdXiEqzJE,31,41,train
254459,pumping fist,CJBiWEjwJzo,0,10,train
254460,pumping fist,XEkvQriGerg,29,39,train
254461,pumping fist,p9AhGtSaM0s,4,14,train
254462,pumping fist,zOveMRzn0Pk,1,11,train
254463,pumping fist,H7ZTua8PAxI,4,14,train
254464,pumping fist,peb0o62AEUs,19,29,train
254465,pumping fist,KghKArJpO0c,4,14,train
254466,pumping fist,lPYJOzWWlFI,3,13,train
254467,pumping fist,hMcwHWNmAV8,3,13,train
254468,pumping fist,mFGxuo_Xbvc,2,12,train
254469,pumping fist,gEVvA6w5nPE,3,13,train
254470,pumping fist,ams5sB8yuZM,15,25,train
254471,pumping fist,R9_wAq8sHBQ,26,36,train
254472,pumping fist,KnHER2iy3rA,15,25,train
254474,pumping fist,8SjamlnHxuQ,11,21,train
254475,pumping fist,fHakP4tXWro,17,27,train
254476,pumping fist,hk8asP-9Wzc,6,16,train
254477,pumping fist,PJ31W-aIE3o,0,10,train
254478,pumping fist,LJRxQnuB5cs,148,158,train
254479,pumping fist,VHQVpLE3bUQ,4,14,train
254480,pumping fist,25W5o60UuNw,9,19,train
254481,pumping fist,WtaU_L8LTcs,6,16,train
254482,pumping fist,xRHynhXTERE,241,251,train
254483,pumping fist,k4kksvbgrrU,5,15,train
254484,pumping fist,wczW3UO7JV4,1,11,train
254485,pumping fist,S5FgTlbToMU,0,10,train
254486,pumping fist,Y85nWFBK4RI,88,98,train
254488,pumping fist,kC8gU0RgPRg,11,21,train
254491,pumping fist,0JgKKH6aE8c,1,11,train
254492,pumping fist,qwTCU8a3oQE,13,23,train
254493,pumping fist,O6_RCh5ZFIQ,18,28,train
254494,pumping fist,-EMJAdHvDzA,0,10,train
254495,pumping fist,E348ffurjiY,4,14,train
254497,pumping fist,E0wcHBt_FG8,21,31,train
254498,pumping fist,g7G9SF5YdRc,8,18,train
254499,pumping fist,H_T5SjWqRnE,96,106,train
254500,pumping fist,Z9EnaWJPUwo,10,20,train
254503,pumping fist,7egSg_SmvmU,69,79,train
254504,pumping fist,7BVL0V03TQ4,42,52,train
254505,pumping fist,nuPp66HzRtM,4,14,train
254507,pumping fist,OTh7V6ykcaQ,0,10,train
254508,pumping fist,zTyMmKmbkGI,2,12,train
254509,pumping fist,yB7lkJRl9K0,4,14,train
254510,pumping fist,M6CclE4Jo8o,2,12,train
254511,pumping fist,iwVR9bqr19M,20,30,train
254512,pumping fist,aYpSu82lDhM,2,12,train
254513,pumping fist,RPYPYkMJO8Y,7,17,train
254514,pumping fist,VL4nDkSbBss,7,17,train
254515,pumping fist,YGX-kQb57Vg,29,39,train
254517,pumping fist,jStEhR9qjZ0,2,12,train
254518,pumping fist,pCC4K-0OmeI,1,11,train
254519,pumping fist,AHji-juuGU0,44,54,train
254520,pumping fist,fmA_I841Rlg,55,65,train
254521,pumping fist,jOpzddfLWq0,5,15,train
254522,pumping fist,9ArXcO1Q76k,9,19,train
254523,pumping fist,0zEbzAIYB5Y,15,25,train
254524,pumping fist,aK9xRTRXz7Y,50,60,train
254525,pumping fist,IktAphcwq3U,2,12,train
254527,pumping fist,TjVuaBL8C9E,30,40,train
254528,pumping fist,TaeaWkWy5_M,5,15,train
254529,pumping fist,FlHTRvemFbA,3,13,train
254530,pumping fist,_26XD6mJIh4,3,13,train
254531,pumping fist,KOlmQQxevMg,0,10,train
254532,pumping fist,TZy6RSLh4ww,4,14,train
254533,pumping fist,DxA13GcmBQE,28,38,train
254534,pumping fist,m4-NVimKQP4,12,22,train
254535,pumping fist,TnmPZjw8Yl4,74,84,train
254536,pumping fist,UNhdEFSj8e8,20,30,train
254537,pumping fist,v-Xg2eYttIU,49,59,train
254538,pumping fist,z_RaG3Hg720,96,106,train
254539,pumping fist,2jtPRmyBetg,16,26,train
254540,pumping fist,h1xkb4xaifE,9,19,train
254541,pumping fist,gjrHXe5zKnk,13,23,train
254542,pumping fist,2jFINN9maKo,10,20,train
254543,pumping fist,ffdmZfwyQ8I,4,14,train
254544,pumping fist,x-jWP0ZirQ8,2,12,train
254545,pumping fist,9V8A1e8U8Dw,6,16,train
254546,pumping fist,N7XbYJHePQU,27,37,train
254547,pumping fist,UNs2px6Iwx4,28,38,train
254548,pumping fist,iy58iK9NzLQ,43,53,train
254549,pumping fist,qob-c_0WJ2Q,30,40,train
254550,pumping fist,13iOe3RNobo,8,18,train
254551,pumping fist,5H6JGEf8Ch0,199,209,train
254552,pumping fist,TjwvmEK2MO8,9,19,train
254553,pumping fist,C0FPGiQvAiY,24,34,train
254556,pumping fist,fN_l_qng5l0,11,21,train
254558,pumping fist,AYc-Z1bfcBA,7,17,train
254559,pumping fist,0x5kLOELLWE,2,12,train
254560,pumping fist,OoHt3VHV6vo,1,11,train
254561,pumping fist,LM2rdcBhlnk,1,11,train
254562,pumping fist,stHcM6jFN6E,36,46,train
254563,pumping fist,I5UJEWityuI,57,67,train
254565,pumping fist,HCPx0iUIYL8,20,30,train
254566,pumping fist,Xcv_hX2E4zg,53,63,train
254567,pumping fist,qsH9IPE3Seg,149,159,train
254569,pumping fist,pLb36Kyn4jI,1,11,train
254570,pumping fist,jTVhKhpotN8,104,114,train
254571,pumping fist,tvhrgTFxS_k,23,33,train
254572,pumping fist,2dv9sgbz1YE,7,17,train
254573,pumping fist,vPnr96lGgdU,1,11,train
254574,pumping fist,rSVxuXBf68E,26,36,train
254575,pumping fist,VX3E4WUXPek,32,42,train
254576,pumping fist,mP4WWhAJjMc,35,45,train
254577,pumping fist,_WMjW38zxcE,3,13,train
254578,pumping fist,02rbpktoyRU,3,13,train
254579,pumping fist,MViwj2M4foY,12,22,train
254580,pumping fist,zs2o4heFotU,19,29,train
254581,pumping fist,IdhwtMIN8Ww,15,25,train
254582,pumping fist,I1PDBiVPbXo,5,15,train
254583,pumping fist,Y1tP4JIk250,31,41,train
254584,pumping fist,QQvRVkZR_j4,5,15,train
254585,pumping fist,RuFngWHEYPE,40,50,train
254586,pumping fist,2kjx-C96hn0,3,13,train
254587,pumping fist,Y0XrFDLPiRA,1,11,train
254588,pumping fist,vB3UZtFsrqQ,29,39,train
254589,pumping fist,H6uDLAlA_D0,28,38,train
254590,pumping fist,aydXZDGkYG8,4,14,train
254591,pumping fist,WesGeh-0S7c,31,41,train
254592,pumping fist,fza2KXZElfI,216,226,train
254593,pumping fist,bOXcxav3XRo,3,13,train
254594,pumping fist,LalFF1T_zH0,2,12,train
254595,pumping fist,rfhLhLE4hOY,0,10,train
254597,pumping fist,h0dF9lkOWp0,2,12,train
254598,pumping fist,yaodhYXkqho,82,92,train
254599,pumping fist,kTpAzeay_10,6,16,train
254600,pumping fist,KFaSS26GKlE,44,54,train
254601,pumping fist,G-TWVcCLiX8,14,24,train
254602,pumping fist,wQ-d0cJ1n78,10,20,train
254603,pumping fist,IIe8gagzdFI,96,106,train
254604,pumping fist,yXsU68_knN4,15,25,train
254605,pumping fist,uJUKCl5h46E,48,58,train
254606,pumping fist,1E9F3eqAOMs,4,14,train
254607,pumping fist,ZyvBPqIknl8,73,83,train
254608,pumping fist,f6HZaYJt9OU,42,52,train
254609,pumping fist,xu3bgi2JVAc,2,12,train
254610,pumping fist,ijsDZfDIHXI,1,11,train
254611,pumping fist,podETBHkcVE,57,67,train
254612,pumping fist,_Aib60sQITU,1,11,train
254613,pumping fist,pY4OrFVgeVw,4,14,train
254614,pumping fist,NMBhrLRb8Vk,6,16,train
254615,pumping fist,X3-CDVprKJc,40,50,train
254616,pumping fist,FspLqigPBC4,1,11,train
254617,pumping fist,w5b-vXeRPrY,27,37,train
254618,pumping fist,HXStvH9YwQM,0,10,train
254621,pumping fist,FjKiIEj0IVM,0,10,train
254622,pumping fist,vgLDwN3Z_xE,4,14,train
254623,pumping fist,lG6tBnO-VZs,148,158,train
254624,pumping fist,eM1e9XlD7kw,13,23,train
254625,pumping fist,9sVSfPesczQ,2,12,train
254627,pumping fist,DML5HUdeo7c,7,17,train
254628,pumping fist,HVtCSB8r6Bo,3,13,train
254629,pumping fist,w1gnXX4UrUc,12,22,train
254630,pumping fist,-v9MutR8bU4,0,10,train
254631,pumping fist,CBhIbu3YPvA,3,13,train
254632,pumping fist,7K2h8EGwTtg,206,216,train
254633,pumping fist,VYPxTAGNtCg,6,16,train
254634,pumping fist,CwcylfDFato,23,33,train
254635,pumping fist,lVuI2jkl-1k,17,27,train
254636,pumping fist,sTVZUh2thhc,4,14,train
254637,pumping fist,KG_sjl43aIg,2,12,train
254638,pumping fist,6OjJQG0Rtws,7,17,train
254639,pumping fist,IHSQrd80UBg,6,16,train
254640,pumping fist,iRQwfWSWK5o,4,14,train
254641,pumping fist,bxdHPTfhgrI,2,12,train
254642,pumping fist,Az4Y4V8xQDM,32,42,train
254643,pumping fist,ggh6USwHXg8,4,14,train
254644,pumping fist,gUumpfW1p8I,2,12,train
254645,pumping fist,aFl32dN81vQ,2,12,train
254646,pumping fist,CGTcMCgCcaw,1,11,train
254647,pumping fist,2g5Y9-jETWk,37,47,train
254648,pumping fist,HfrG-Bt1bko,12,22,train
254649,pumping fist,pzv_1xTfN80,4,14,train
254651,pumping fist,BS1bTUu9BZI,5,15,train
254652,pumping fist,UxRa7Zkt5wA,3,13,train
254653,pumping fist,V3uIUBFLc5g,12,22,train
254654,pumping fist,g5GllKxjXRo,2,12,train
254655,pumping fist,pmsLHFF_pf8,4,14,train
254656,pumping fist,15AAnPoRbHE,1,11,train
254657,pumping fist,ecN9aZY2kbA,8,18,train
254658,pumping fist,S8c90zgi0H4,4,14,train
254659,pumping fist,aawDRBJD9qY,38,48,train
254660,pumping fist,K7fuSkCawjY,1,11,train
254661,pumping fist,FRbllT1sau4,15,25,train
254662,pumping fist,10wa2QhniWU,5,15,train
254663,pumping fist,-8fvlRU8aAI,157,167,train
265007,reading book,BUa5KaLGH_s,5,15,train
265008,reading book,aXmcrjkg7Ns,44,54,train
265009,reading book,PFhCC_8lfu4,66,76,train
265010,reading book,L7TXXSbwkkw,78,88,train
265011,reading book,091D7-XNfLc,56,66,train
265012,reading book,rzJTB5cCx2Q,19,29,train
265013,reading book,cksTxZRitfE,0,10,train
265014,reading book,rH6waVQUB7k,10,20,train
265015,reading book,mZKlV9dJA7s,13,23,train
265016,reading book,6L25CcJ7SX0,8,18,train
265017,reading book,yeMk_U0B5WY,3,13,train
265018,reading book,NWJgpq46C6k,27,37,train
265019,reading book,s8Df36Qn5Ms,32,42,train
265020,reading book,ACXjiUwzBD4,23,33,train
265021,reading book,u48c8nFrg9Q,149,159,train
265022,reading book,XDl3t_viIMY,180,190,train
265023,reading book,lPHb988V2GE,103,113,train
265024,reading book,f7Naes57fIw,89,99,train
265025,reading book,08fZUmboS4g,40,50,train
